x,y,pdf
0.717100,0.319875,0.458521
0.976239,0.255985,0.615202
0.344871,0.541874,0.042491
0.667764,0.761136,0.053137
0.547850,0.501820,0.221573
0.386589,0.923121,0.263849
0.796839,0.219425,0.571530
0.392275,0.221577,0.308555
0.509130,0.048087,0.473735
0.663121,0.430916,0.345245
0.299300,0.653949,0.105244
0.967759,0.019796,0.807880
0.266139,0.964693,0.203432
0.043195,0.434388,0.042384
0.268829,0.478685,0.034895
0.957414,0.281053,0.588064
0.395517,0.575093,0.051565
0.984691,0.674061,0.260378
0.077385,0.715609,0.073161
0.571713,0.263970,0.413859
0.551358,0.678394,0.062609
0.222651,0.712300,0.188454
0.624572,0.214881,0.478113
0.381299,0.628112,0.010408
0.943722,0.770049,0.166040
0.638415,0.232137,0.475869
0.222414,0.156801,0.189843
0.842372,0.264060,0.558790
0.129657,0.325067,0.023001
0.941267,0.898597,0.057334
0.792610,0.616261,0.246208
0.634585,0.685990,0.105653
0.116710,0.143712,0.094325
0.162575,0.782529,0.142553
0.376309,0.189698,0.310882
0.811430,0.986754,0.072537
0.778945,0.759708,0.110906
0.962427,0.346932,0.534185
0.956369,0.684549,0.243451
0.763127,0.355457,0.453283
0.585457,0.910941,0.141954
0.748776,0.995784,0.114010
0.592126,0.871202,0.099172
0.992022,0.157532,0.704277
0.641388,0.072664,0.567157
0.609081,0.185371,0.485676
0.866658,0.297447,0.542407
0.700472,0.577324,0.239573
0.041445,0.053198,0.038520
0.054444,0.098114,0.044566
0.646552,0.165437,0.521625
0.191234,0.823163,0.162406
0.535910,0.652135,0.077834
0.576254,0.878896,0.117499
0.154168,0.271132,0.077287
0.080362,0.894943,0.074725
0.509164,0.381043,0.293212
0.015324,0.433893,0.015222
0.352407,0.006258,0.344368
0.322593,0.914203,0.236024
0.270693,0.246669,0.194910
0.743537,0.791901,0.064473
0.641974,0.422757,0.340602
0.049237,0.016702,0.048898
0.658613,0.596641,0.201187
0.657981,0.028163,0.599757
0.871145,0.359743,0.493750
0.218573,0.807499,0.181764
0.955677,0.027671,0.795098
0.987594,0.750697,0.195935
0.658033,0.632953,0.167856
0.078731,0.378530,0.062626
0.117797,0.356258,0.008749
0.912301,0.149126,0.678385
0.025352,0.286701,0.025167
0.443093,0.888687,0.229174
0.315058,0.651892,0.089318
0.994658,0.606005,0.321288
0.347685,0.908328,0.248421
0.778173,0.706394,0.159059
0.785231,0.332759,0.480850
0.423990,0.870650,0.226646
0.611246,0.005162,0.572074
0.104017,0.114690,0.089670
0.999792,0.323939,0.564223
0.073034,0.795465,0.068868
0.986152,0.443964,0.458097
0.707087,0.578800,0.241454
0.142435,0.278113,0.062530
0.367076,0.634768,0.028394
0.711180,0.952887,0.099260
0.665656,0.576222,0.223139
0.900091,0.858767,0.074710
0.965595,0.906126,0.060228
0.291040,0.685922,0.146188
0.187694,0.989295,0.154979
0.566440,0.085891,0.505332
0.256403,0.814175,0.205818
0.006137,0.849861,0.006105
0.761263,0.060286,0.656536
0.457928,0.744185,0.068081
0.662286,0.236954,0.487016
0.734838,0.393739,0.410163
0.117407,0.908962,0.105307
0.642283,0.853763,0.050006
0.760141,0.274731,0.513210
0.088236,0.760797,0.082422
0.005541,0.612673,0.005522
0.979530,0.203353,0.660827
0.212621,0.361330,0.075929
0.857417,0.702928,0.194502
0.781339,0.848926,0.031222
0.475508,0.946003,0.259728
0.512275,0.937960,0.222239
0.773225,0.157634,0.602498
0.807133,0.100465,0.659761
0.947884,0.257282,0.604726
0.538186,0.689546,0.043239
0.578530,0.187479,0.464003
0.664795,0.422848,0.352580
0.004668,0.055985,0.001534
0.925114,0.343551,0.525555
0.412989,0.982039,0.267541
0.181131,0.774530,0.156589
0.335234,0.787335,0.215660
0.245136,0.031310,0.239904
0.510315,0.922358,0.208567
0.265775,0.909432,0.206243
0.313825,0.268686,0.220000
0.001787,0.211855,0.001786
0.208043,0.707902,0.178287
0.561572,0.832028,0.081689
0.915582,0.597727,0.306519
0.436698,0.158244,0.373515
0.269792,0.546008,0.024452
0.907476,0.814917,0.114974
0.945047,0.123183,0.713622
0.148740,0.006389,0.148012
0.520035,0.403843,0.283219
0.613937,0.978906,0.185072
0.577188,0.478023,0.259245
0.525665,0.366384,0.314681
0.791362,0.322850,0.491251
0.550790,0.435584,0.277886
0.210909,0.675156,0.181593
0.988244,0.496333,0.413804
0.184247,0.795707,0.158247
0.047652,0.992402,0.045444
0.635069,0.265641,0.451985
0.046906,0.038679,0.045313
0.639311,0.205778,0.492937
0.606804,0.420251,0.323137
0.506997,0.559386,0.145222
0.170886,0.319031,0.065403
0.822093,0.329066,0.499474
0.428590,0.283541,0.302224
0.143503,0.908351,0.125557
0.469857,0.207493,0.375609
0.320308,0.898666,0.236073
0.749301,0.332777,0.464451
0.624401,0.052255,0.563812
0.188077,0.542492,0.095761
0.153620,0.231718,0.096292
0.991569,0.459639,0.446040
0.208520,0.526773,0.061760
0.011025,0.117104,0.002685
0.595903,0.918862,0.142216
0.727257,0.214558,0.538829
0.062222,0.134246,0.043820
0.184545,0.227888,0.126808
0.310008,0.576189,0.018389
0.452851,0.886799,0.219122
0.300414,0.476879,0.063210
0.446486,0.786205,0.120220
0.795029,0.659694,0.208441
0.177347,0.147032,0.151133
0.340067,0.552446,0.028893
0.770841,0.992056,0.098505
0.146069,0.342230,0.027539
0.822644,0.252415,0.559103
0.566232,0.412493,0.305421
0.924389,0.570402,0.332842
0.126503,0.452962,0.074233
0.436437,0.814172,0.157354
0.310552,0.883042,0.232262
0.835836,0.569996,0.303711
0.552749,0.479319,0.243507
0.217603,0.127669,0.194503
0.142282,0.347791,0.020296
0.777452,0.724714,0.142088
0.991526,0.631447,0.298681
0.354093,0.064994,0.335028
0.471800,0.593822,0.089830
0.359218,0.377374,0.187877
0.769626,0.969161,0.080039
0.673324,0.530033,0.267600
0.466627,0.719800,0.036776
0.335463,0.966075,0.238049
0.296178,0.591403,0.044952
0.105072,0.476051,0.099786
0.279941,0.106677,0.257586
0.224001,0.073018,0.213437
0.697411,0.888188,0.049159
0.956854,0.485766,0.414734
0.591591,0.450898,0.289921
0.737779,0.035835,0.654284
0.763925,0.855062,0.017057
0.001829,0.913934,0.001825
0.461615,0.860099,0.184603
0.029014,0.121420,0.014220
0.210449,0.470056,0.009517
0.379180,0.592419,0.022538
0.496254,0.011315,0.473378
0.745831,0.262254,0.515204
0.248114,0.133134,0.220982
0.307013,0.097776,0.284473
0.326468,0.371680,0.165854
0.901409,0.355237,0.508037
0.469215,0.168151,0.394521
0.607739,0.581329,0.187189
0.398953,0.481633,0.137155
0.555617,0.123011,0.480692
0.044476,0.387303,0.043707
0.045970,0.161748,0.019660
0.079655,0.300616,0.010463
0.309157,0.537791,0.016884
0.232819,0.718083,0.195219
0.478909,0.880125,0.191199
0.069785,0.615284,0.066813
0.610206,0.807695,0.025753
0.203625,0.892731,0.168617
0.819239,0.217558,0.583670
0.134337,0.510204,0.117347
0.873552,0.925567,0.007520
0.171504,0.200190,0.126653
0.810516,0.175222,0.610153
0.143102,0.901055,0.125386
0.412239,0.780310,0.141620
0.843557,0.300557,0.530757
0.615056,0.916955,0.127364
0.424185,0.130340,0.374834
0.181706,0.830713,0.155411
0.179145,0.102036,0.164913
0.214331,0.974327,0.172604
0.430018,0.625582,0.029534
0.336426,0.341776,0.194236
0.462151,0.700395,0.020542
0.621852,0.014227,0.577288
0.715877,0.620026,0.208787
0.599050,0.183542,0.480058
0.685749,0.380912,0.396332
0.908569,0.168935,0.661174
0.230900,0.935851,0.184372
0.442046,0.192424,0.362005
0.249668,0.682836,0.181238
0.040753,0.928701,0.039237
0.921598,0.829862,0.107386
0.081839,0.095032,0.072184
0.969957,0.526335,0.383457
0.530392,0.596828,0.126266
0.647876,0.901703,0.091691
0.285451,0.994502,0.211969
0.401253,0.401949,0.202063
0.898080,0.307243,0.546250
0.411543,0.064552,0.385882
0.989645,0.419325,0.480032
0.471544,0.622548,0.062532
0.948407,0.604581,0.310261
0.897331,0.578329,0.317630
0.732562,0.934671,0.070857
0.429434,0.637779,0.017237
0.857850,0.586758,0.297033
0.326411,0.145398,0.286691
0.897863,0.316224,0.538849
0.103914,0.411022,0.062276
0.075165,0.610054,0.071746
0.622407,0.068771,0.555008
0.771370,0.286505,0.509854
0.476622,0.858845,0.171365
0.034275,0.556689,0.033625
0.889912,0.472808,0.405853
0.410206,0.813700,0.178492
0.566609,0.352954,0.350239
0.679664,0.664900,0.149792
0.205505,0.586423,0.122311
0.324436,0.972993,0.232451
0.627608,0.284647,0.434763
0.804263,0.921520,0.021396
0.721264,0.088788,0.613969
0.971208,0.370386,0.516830
0.657798,0.691768,0.113128
0.199845,0.017057,0.197564
0.080784,0.517532,0.077409
0.061393,0.129037,0.044377
0.222069,0.948158,0.178426
0.619915,0.863272,0.073206
0.147690,0.739448,0.131962
0.678725,0.438080,0.347439
0.586788,0.515613,0.233064
0.555098,0.673256,0.069947
0.046659,0.483694,0.045607
0.211443,0.663956,0.182413
0.167064,0.758330,0.146531
0.821031,0.604007,0.268343
0.516924,0.937498,0.218151
0.096430,0.024243,0.095474
0.286516,0.819866,0.223429
0.958754,0.961514,0.013723
0.578304,0.404359,0.318949
0.375858,0.823980,0.218947
0.249534,0.562588,0.058165
0.447603,0.968326,0.280601
0.509706,0.024751,0.481322
0.066320,0.254501,0.001524
0.726052,0.569629,0.258480
0.730593,0.093638,0.617236
0.140151,0.559326,0.129196
0.340481,0.754755,0.175672
0.448804,0.209338,0.358766
0.052319,0.945866,0.049782
0.452284,0.234619,0.348010
0.521210,0.935142,0.212539
0.223099,0.762234,0.186669
0.109338,0.727726,0.100802
0.498390,0.651248,0.053626
0.888226,0.063839,0.730938
0.249081,0.610460,0.105893
0.513065,0.253808,0.380861
0.628914,0.754619,0.036978
0.297236,0.115622,0.270665
0.756495,0.489736,0.341019
0.065159,0.530661,0.062912
0.033469,0.868128,0.032510
0.611576,0.383205,0.354519
0.951954,0.803811,0.140023
0.845418,0.899367,0.017078
0.594359,0.788867,0.017490
0.946354,0.651058,0.269471
0.278706,0.001418,0.275003
0.112169,0.740620,0.103039
0.052591,0.945822,0.050028
0.725085,0.931742,0.072521
0.988897,0.015724,0.822490
0.015154,0.742301,0.014985
0.486392,0.620581,0.074746
0.548840,0.764732,0.023640
0.028336,0.766289,0.027728
0.120928,0.729564,0.110476
0.102221,0.230536,0.047919
0.877877,0.077750,0.715200
0.233765,0.723511,0.195615
0.750743,0.057406,0.651250
0.338291,0.674582,0.092727
0.525791,0.610590,0.110518
0.842619,0.535585,0.336010
0.130941,0.565748,0.121278
0.280579,0.741328,0.215844
0.966147,0.901445,0.064195
0.315296,0.717956,0.158543
0.355849,0.097015,0.328095
0.391345,0.579791,0.043958
0.451625,0.835741,0.167514
0.469922,0.405269,0.248761
0.163160,0.576211,0.147900
0.550144,0.232608,0.418859
0.945659,0.757457,0.177452
0.929612,0.165825,0.672634
0.521833,0.653502,0.067276
0.407347,0.231731,0.315211
0.866578,0.142959,0.661627
0.882244,0.878530,0.050749
0.032478,0.909286,0.031533
0.050152,0.256637,0.015510
0.644248,0.837328,0.033147
0.152717,0.672356,0.137314
0.140250,0.621780,0.128152
0.981102,0.855027,0.107061
0.089209,0.853184,0.082584
0.587720,0.928284,0.156825
0.160238,0.097092,0.147937
0.409098,0.226029,0.319547
0.574320,0.732018,0.025261
0.752997,0.343766,0.457732
0.115353,0.561801,0.107904
0.852919,0.065905,0.709514
0.028895,0.468017,0.028506
0.943115,0.059672,0.763319
0.386725,0.618037,0.003743
0.057233,0.476248,0.055673
0.745350,0.994396,0.114825
0.503723,0.849748,0.141197
0.176587,0.261056,0.103373
0.221117,0.934692,0.178366
0.998336,0.232224,0.642462
0.466327,0.372564,0.270413
0.783671,0.459320,0.378058
0.539068,0.328109,0.350388
0.476385,0.701750,0.011500
0.495546,0.485972,0.201570
0.691095,0.297075,0.461745
0.054522,0.048318,0.052027
0.526049,0.696235,0.028628
0.148887,0.624055,0.135212
0.466753,0.679428,0.003736
0.825870,0.150281,0.635779
0.208540,0.018279,0.205925
0.449003,0.236584,0.344478
0.476212,0.599926,0.087190
0.404969,0.572814,0.060877
0.168873,0.278646,0.086937
0.768461,0.290967,0.505137
0.408093,0.970636,0.267058
0.628164,0.421783,0.333867
0.317504,0.757596,0.199400
0.027010,0.836706,0.026407
0.611971,0.014718,0.569196
0.719799,0.315812,0.462901
0.324469,0.828713,0.243609
0.201344,0.632347,0.173676
0.248759,0.221509,0.187783
0.708235,0.794485,0.043843
0.926031,0.945231,0.013613
0.147369,0.834937,0.129864
0.253601,0.864098,0.201510
0.154363,0.789047,0.136148
0.043815,0.188861,0.008080
0.734967,0.751972,0.097081
0.111263,0.079402,0.103851
0.192622,0.155609,0.162695
0.716450,0.381124,0.411400
0.295264,0.655855,0.110800
0.444024,0.510751,0.145169
0.884517,0.270853,0.570564
0.843711,0.757175,0.140987
0.380393,0.660843,0.043774
0.412064,0.512958,0.120113
0.884626,0.690230,0.215554
0.743159,0.202132,0.555956
0.835761,0.662510,0.222202
0.926358,0.919903,0.034199
0.419127,0.868668,0.228725
0.519278,0.049905,0.481533
0.184816,0.339688,0.065168
0.674065,0.374609,0.395180
0.576803,0.943773,0.179180
0.245124,0.444525,0.042609
0.326310,0.218931,0.255922
0.956418,0.221819,0.637178
0.912566,0.581532,0.319633
0.956457,0.263968,0.602045
0.544065,0.801462,0.063446
0.339115,0.963077,0.239939
0.363467,0.884515,0.257741
0.458385,0.606488,0.068476
0.829242,0.752625,0.139161
0.115211,0.274302,0.038723
0.477215,0.362583,0.285076
0.944507,0.839441,0.107491
0.515102,0.153845,0.436059
0.580507,0.585871,0.167261
0.953191,0.966084,0.007971
0.428550,0.210617,0.342553
0.224273,0.817074,0.185169
0.121442,0.225194,0.068776
0.495963,0.181563,0.408282
0.988511,0.022067,0.817047
0.128519,0.661747,0.117748
0.115482,0.121791,0.099085
0.981305,0.189961,0.672790
0.823297,0.366427,0.470150
0.521001,0.154235,0.440271
0.644011,0.074876,0.568003
0.934707,0.087317,0.737387
0.121869,0.425753,0.056374
0.701044,0.809800,0.025652
0.017723,0.583427,0.017541
0.322396,0.167977,0.274743
0.744877,0.332843,0.462309
0.171405,0.757045,0.149840
0.114512,0.238769,0.055929
0.654850,0.270289,0.460410
0.718804,0.595070,0.232553
0.148036,0.364867,0.014127
0.529861,0.679654,0.047348
0.402812,0.184815,0.334602
0.542608,0.080706,0.489013
0.382350,0.931914,0.261243
0.539736,0.109833,0.474670
0.725806,0.125026,0.595570
0.306858,0.567753,0.013010
0.295988,0.438534,0.090909
0.875972,0.378140,0.480371
0.513155,0.260511,0.376893
0.625379,0.855270,0.062045
0.428082,0.361232,0.251242
0.314168,0.621067,0.058822
0.737495,0.312675,0.474003
0.379392,0.437201,0.158550
0.195024,0.549617,0.096013
0.074075,0.467842,0.071501
0.120788,0.212950,0.073467
0.274152,0.738704,0.219035
0.962729,0.165862,0.686042
0.032489,0.808008,0.031647
0.112843,0.823487,0.102638
0.208091,0.914977,0.170780
0.431403,0.686654,0.029801
0.748638,0.121502,0.611685
0.182328,0.720370,0.159033
0.454457,0.212590,0.361381
0.332804,0.967647,0.236717
0.302075,0.371232,0.146212
0.420287,0.039312,0.399996
0.655456,0.893308,0.079106
0.440015,0.370415,0.253379
0.943070,0.458155,0.434464
0.456154,0.383862,0.255120
0.628894,0.720425,0.069715
0.889701,0.951905,0.007050
0.555497,0.238856,0.418737
0.686270,0.796104,0.030384
0.987312,0.007586,0.828339
0.816883,0.716392,0.166561
0.932229,0.105625,0.721771
0.814900,0.789865,0.099722
0.569634,0.230120,0.433389
0.302198,0.929929,0.224676
0.863023,0.129035,0.670122
0.707744,0.446416,0.354900
0.685302,0.198866,0.525224
0.631665,0.497305,0.273843
0.034916,0.763023,0.033997
0.557958,0.572673,0.165605
0.170919,0.796500,0.148466
0.868954,0.401492,0.458611
0.745113,0.112463,0.615123
0.364667,0.921904,0.254786
0.259389,0.276367,0.169448
0.740149,0.205602,0.551957
0.426379,0.763249,0.112317
0.723980,0.476930,0.337242
0.261560,0.123804,0.236032
0.831014,0.617341,0.260400
0.984927,0.174872,0.686892
0.932507,0.795827,0.140246
0.060359,0.479972,0.058610
0.096758,0.115957,0.082294
0.950810,0.635495,0.284220
0.403374,0.420131,0.189876
0.417439,0.128184,0.370105
0.684302,0.641699,0.173519
0.440815,0.779535,0.117775
0.394738,0.345542,0.237251
0.092316,0.042730,0.090013
0.067046,0.347768,0.052637
0.933847,0.667739,0.251284
0.050806,0.555124,0.049380
0.774009,0.500208,0.339599
0.492128,0.414769,0.256558
0.858827,0.429763,0.431534
0.755344,0.615011,0.231433
0.825184,0.753351,0.136832
0.740200,0.927663,0.060400
0.995074,0.469249,0.438669
0.797699,0.332608,0.486405
0.838792,0.267356,0.554713
0.197684,0.815226,0.167185
0.685205,0.231405,0.503960
0.351313,0.477296,0.104180
0.007209,0.518711,0.007183
0.241542,0.851995,0.194707
0.860518,0.533083,0.344503
0.764736,0.563633,0.280951
0.303881,0.356524,0.157834
0.936543,0.722726,0.204461
0.878887,0.455353,0.416984
0.165145,0.697060,0.146553
0.477457,0.926351,0.238759
0.045024,0.149344,0.022567
0.175153,0.798586,0.151538
0.374356,0.482101,0.118106
0.858439,0.156522,0.647592
0.349162,0.080399,0.326787
0.724009,0.100033,0.609283
0.137345,0.993068,0.119478
0.978314,0.806973,0.145875
0.285733,0.943016,0.215258
0.315399,0.213896,0.249082
0.663257,0.807265,0.006780
0.001200,0.080571,0.001200
0.893382,0.957351,0.009855
0.642400,0.453913,0.315704
0.478927,0.100688,0.430644
0.967985,0.796945,0.151015
0.072387,0.513543,0.069699
0.201619,0.298434,0.105788
0.594893,0.806231,0.034105
0.852967,0.128810,0.665151
0.156925,0.611166,0.142027
0.006082,0.658000,0.006058
0.983913,0.834388,0.124918
0.432997,0.900800,0.250139
0.799838,0.361185,0.464753
0.110624,0.705416,0.102139
0.371978,0.356455,0.212407
0.969115,0.450790,0.447874
0.169898,0.550406,0.120845
0.949778,0.268338,0.596173
0.341832,0.150237,0.298230
0.700696,0.053733,0.618935
0.461571,0.268429,0.335561
0.488168,0.784344,0.086382
0.748983,0.008246,0.676686
0.152088,0.907977,0.131984
0.717288,0.597105,0.230022
0.183401,0.818514,0.156975
0.450222,0.208408,0.360321
0.251751,0.684104,0.180633
0.962203,0.362486,0.520978
0.761453,0.143509,0.605203
0.344636,0.047263,0.330365
0.263901,0.636250,0.118748
0.651466,0.949278,0.133113
0.804562,0.382150,0.449913
0.727126,0.435673,0.372813
0.532649,0.275937,0.380619
0.429984,0.177795,0.359468
0.151622,0.212493,0.102919
0.954423,0.557018,0.352951
0.038639,0.608402,0.037738
0.204687,0.243414,0.137916
0.111068,0.135409,0.091226
0.423600,0.587907,0.060710
0.768196,0.931421,0.048470
0.529297,0.718523,0.008901
0.486268,0.804664,0.108539
0.863090,0.481374,0.389596
0.894958,0.196641,0.633557
0.301588,0.616980,0.065584
0.413418,0.919493,0.274687
0.936202,0.812586,0.127248
0.774022,0.933407,0.047109
0.773157,0.521062,0.321420
0.011927,0.679682,0.011831
0.157137,0.687044,0.140511
0.748583,0.735089,0.119254
0.871687,0.770919,0.139792
0.847310,0.803143,0.101685
0.119502,0.711288,0.109532
0.769074,0.307912,0.492640
0.835714,0.716530,0.174042
0.206580,0.105995,0.189929
0.037325,0.026096,0.036600
0.824809,0.082282,0.682109
0.161889,0.032151,0.159337
0.186135,0.645139,0.164158
0.598575,0.402192,0.332512
0.188122,0.386616,0.035939
0.864748,0.093272,0.696927
0.592153,0.423339,0.312289
0.131172,0.398447,0.026186
0.471005,0.183670,0.388480
0.048977,0.416071,0.047976
0.653480,0.656799,0.143413
0.081506,0.582580,0.077659
0.494253,0.369364,0.291808
0.794174,0.159362,0.612732
0.547021,0.605240,0.129053
0.805453,0.814365,0.073560
0.969105,0.634116,0.290502
0.352120,0.689052,0.095994
0.735628,0.964481,0.095069
0.671887,0.591332,0.212839
0.991379,0.886663,0.084889
0.656539,0.205096,0.503991
0.118498,0.821514,0.107283
0.478701,0.456972,0.214220
0.348117,0.240398,0.263356
0.145369,0.430944,0.037893
0.994057,0.172084,0.692587
0.181318,0.471435,0.037579
0.636727,0.562187,0.220343
0.895523,0.365500,0.497563
0.835350,0.000765,0.741061
0.933708,0.744740,0.184534
0.196619,0.583708,0.128058
0.070157,0.097572,0.060189
0.877938,0.923542,0.011117
0.441906,0.032473,0.420675
0.853349,0.575272,0.305454
0.678438,0.682826,0.132532
0.520283,0.392886,0.291659
0.630022,0.393992,0.356629
0.475258,0.582153,0.103065
0.647802,0.083238,0.566658
0.536641,0.465332,0.245109
0.618766,0.913133,0.121295
0.342614,0.223418,0.267349
0.208729,0.169051,0.173002
0.102451,0.131559,0.083910
0.016451,0.481405,0.016321
0.329251,0.053253,0.315117
0.592002,0.783222,0.013483
0.632229,0.208967,0.486551
0.522521,0.643704,0.077112
0.896712,0.484790,0.397855
0.038476,0.868381,0.037209
0.429954,0.796755,0.144413
0.843559,0.506505,0.361308
0.900888,0.276441,0.572275
0.121340,0.656280,0.111808
0.151961,0.293500,0.062917
0.921803,0.708576,0.212012
0.211156,0.580718,0.111256
0.380888,0.919747,0.261856
0.082334,0.977235,0.075904
0.476167,0.454171,0.214770
0.142026,0.555566,0.130845
0.271780,0.287142,0.174121
0.220791,0.148025,0.191257
0.855751,0.608741,0.277056
0.697275,0.538193,0.272375
0.422810,0.619306,0.030211
0.183081,0.833048,0.156328
0.205857,0.857132,0.171354
0.626594,0.781391,0.009820
0.209171,0.449018,0.006878
0.913870,0.054173,0.752105
0.946510,0.924293,0.038501
0.294722,0.752372,0.214709
0.637219,0.482944,0.288921
0.212131,0.658034,0.183144
0.563467,0.858471,0.106444
0.363092,0.994092,0.247538
0.541743,0.166093,0.449602
0.069040,0.708613,0.065708
0.711736,0.376926,0.412389
0.283968,0.549077,0.014989
0.095724,0.308770,0.000374
0.818363,0.442318,0.406082
0.631592,0.274121,0.444242
0.607089,0.945758,0.159636
0.632608,0.776029,0.018599
0.099344,0.785557,0.091760
0.877090,0.892437,0.036818
0.098806,0.747293,0.091649
0.781067,0.239623,0.549124
0.632102,0.434818,0.325623
0.357085,0.655366,0.057254
0.673725,0.662896,0.148547
0.912265,0.992463,0.029548
0.805516,0.499251,0.353180
0.688743,0.663223,0.156014
0.138847,0.221668,0.086891
0.899624,0.825566,0.102886
0.077619,0.705740,0.073426
0.863559,0.351343,0.497824
0.750209,0.008923,0.677222
0.191091,0.967511,0.157877
0.188487,0.166485,0.155163
0.225873,0.210786,0.172101
0.582024,0.465016,0.272836
0.193902,0.086391,0.182303
0.185630,0.709079,0.161834
0.763883,0.571540,0.273655
0.708323,0.246671,0.506516
0.971848,0.354265,0.530682
0.261883,0.769085,0.211670
0.713165,0.448225,0.355996
0.197092,0.150813,0.168417
0.255042,0.574114,0.064358
0.405796,0.845118,0.215408
0.472683,0.448296,0.217127
0.916916,0.600889,0.304184
0.762182,0.369292,0.441993
0.864525,0.516417,0.360203
0.833312,0.742744,0.149660
0.156122,0.695702,0.139519
0.835318,0.435479,0.418212
0.419224,0.022929,0.402712
0.518845,0.099302,0.462939
0.054411,0.820736,0.052021
0.387119,0.855137,0.242275
0.472931,0.407885,0.248843
0.039516,0.978147,0.038016
0.847008,0.821986,0.084953
0.160636,0.474457,0.059717
0.950966,0.222876,0.634347
0.858011,0.690101,0.206093
0.921298,0.742287,0.182565
0.301570,0.342820,0.165074
0.013813,0.795434,0.013662
0.867987,0.617339,0.273829
0.685966,0.120137,0.573127
0.243036,0.214744,0.185749
0.582518,0.059109,0.528797
0.185082,0.496587,0.056094
0.252639,0.851031,0.201595
0.902828,0.114340,0.700894
0.676577,0.946046,0.114232
0.250440,0.764829,0.204634
0.930028,0.611287,0.299126
0.193188,0.962264,0.159426
0.564324,0.342068,0.356619
0.246716,0.967506,0.192345
0.530566,0.844372,0.115902
0.843069,0.265171,0.558225
0.725826,0.604245,0.227650
0.826601,0.229225,0.578398
0.489549,0.309733,0.329615
0.532899,0.867668,0.137423
0.628271,0.640982,0.144201
0.153830,0.786955,0.135783
0.796780,0.194125,0.589709
0.341851,0.766764,0.187409
0.313859,0.554590,0.005284
0.256702,0.585737,0.074244
0.740705,0.785437,0.069016
0.507605,0.988830,0.274301
0.800192,0.846369,0.042531
0.694096,0.936883,0.095288
0.465056,0.709023,0.027070
0.498616,0.529046,0.166655
0.293168,0.184182,0.242939
0.533984,0.238679,0.404272
0.337991,0.726526,0.147607
0.398878,0.353355,0.235067
0.212366,0.732537,0.180430
0.644448,0.759590,0.041329
0.133735,0.097210,0.122376
0.605189,0.462921,0.287882
0.028942,0.045161,0.026864
0.297195,0.483963,0.054510
0.026722,0.501787,0.026365
0.836920,0.021073,0.729402
0.916016,0.520082,0.373669
0.083574,0.020229,0.082929
0.398232,0.528746,0.095901
0.458276,0.542769,0.127052
0.211566,0.417205,0.034338
0.143090,0.571605,0.131439
0.455534,0.723176,0.048476
0.113067,0.146539,0.089973
0.693812,0.438390,0.354698
0.704422,0.969302,0.117647
0.663528,0.198103,0.512618
0.671968,0.868947,0.046296
0.669117,0.870031,0.049013
0.938934,0.768222,0.166038
0.988883,0.808310,0.148043
0.492289,0.041537,0.461653
0.872368,0.288134,0.552057
0.126697,0.405165,0.035588
0.956679,0.886670,0.072758
0.990237,0.730290,0.213954
0.179872,0.825895,0.154229
0.134998,0.419532,0.038750
0.519546,0.542971,0.168045
0.525686,0.237576,0.399203
0.134744,0.003778,0.134254
0.209362,0.736525,0.178159
0.739308,0.525247,0.303155
0.599439,0.666607,0.103575
0.284799,0.122094,0.257570
0.077062,0.012855,0.076745
0.281119,0.643604,0.110755
0.362994,0.548391,0.050990
0.332944,0.216076,0.262836
0.363138,0.044940,0.347643
0.720110,0.756550,0.085385
0.440812,0.531185,0.124998
0.100065,0.573461,0.094351
0.318913,0.239612,0.239576
0.660521,0.319820,0.428811
0.065080,0.132446,0.047115
0.300419,0.814567,0.231663
0.863004,0.147319,0.656640
0.667349,0.497709,0.292248
0.522978,0.553288,0.161075
0.129528,0.534871,0.120554
0.934845,0.057827,0.760483
0.010487,0.836893,0.010396
0.916444,0.555430,0.343385
0.664565,0.510084,0.280299
0.160696,0.658424,0.143976
0.221361,0.502766,0.028106
0.234441,0.400654,0.067246
0.077246,0.463736,0.074469
0.832162,0.754624,0.138574
0.462076,0.078261,0.424769
0.737719,0.852757,0.005609
0.659222,0.397246,0.369884
0.197208,0.053369,0.191132
0.707051,0.925181,0.077109
0.656086,0.242001,0.480056
0.659969,0.482508,0.301263
0.063674,0.008730,0.063520
0.737166,0.108026,0.612889
0.198170,0.592071,0.135015
0.937177,0.516962,0.382561
0.715293,0.730116,0.107513
0.946395,0.880324,0.074219
0.873685,0.809522,0.106742
0.419644,0.941177,0.274489
0.140201,0.952972,0.122288
0.960955,0.733454,0.202769
0.128197,0.935740,0.113418
0.382662,0.418929,0.175236
0.571959,0.071983,0.515379
0.070939,0.007981,0.070776
0.290389,0.461386,0.067737
0.535912,0.979774,0.243419
0.343067,0.236779,0.261066
0.474462,0.067476,0.438625
0.831830,0.703359,0.184268
0.923852,0.724134,0.199159
0.050976,0.510137,0.049654
0.334299,0.034852,0.323201
0.939234,0.244240,0.612492
0.638610,0.090868,0.556348
0.036608,0.088683,0.028646
0.647026,0.091186,0.562157
0.399234,0.434251,0.175835
0.345371,0.687355,0.099951
0.175369,0.586097,0.151042
0.924661,0.337051,0.530810
0.795638,0.955705,0.054886
0.620272,0.682067,0.101165
0.980665,0.378816,0.512247
0.688806,0.216342,0.515974
0.019205,0.449963,0.019040
0.100786,0.759654,0.093225
